Schluessel;Objektname;Lokalbezeichnung;Gemeinde;Postleitzahl;x-Koordinate;y-Koordinate;Parz Nr;Fassungseigentuemer;OK Terrain;Schachtueberstand;Ordnungs-Nr;Lagegenauigkeit;Verwendungszweck;Verwendungsart;Fassungsart;Fassungszustand;Fassungsabdeckung;Schachttyp;Datenherkunft;Kontaktperson;Bemerkungen Objektdaten;Foto;Foto-Negativ-Nr 1;Foto-Negativ-Nr 2;Foto-Negativ-Nr 3;Fassung;Schutzzone;Anzahl Zuleitungen;Schloss;Aufgenommen durch;Erhebungsdatum;Alte Ordnungs-Nr;Feldbegehung;Objektbereinigung;WVA-Nutzung;WVA-Nutzung ergaenzen;WVA-Nutzung streichen;WVA-Nutzung Lage neu
684;Quelle Geissgaden-Chöpf;Geissgadenälpli;Näfels;8752;719090;217555;;F. Landolt-Hauser;1285;0;71921701;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft (Ferienhaus);Sicker-/Zuleitung;sanierungsbedürftig;Holz;Brunnenstube;Gemeinde;Florentin Landolt-Hauser, Glärnischstr. 4, 8752 Näfels;;;J27;J28;;;keine vorh.;1;nein;M. Simmler;04.06.1998;70;20.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
685;Quelle Girsboden;Girsboden;Näfels;8752;719075;217420;;Rentsch;1250;0;71921704;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;sanierungsbedürftig;Holz;Brunnenstube;Gemeinde;E. Schindler, Bauamt Näfels;;;J31;J32;;;keine vorh.;1;nein;M. Simmler;04.06.1998;73;20.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
686;Quelle Seebli;Seebli;Obstalden;8875;730590;218750;;Menzi und Grob;920;10;73021804;aus Plan gelesen;im Moment ungenutzt;Stallbrunnen;unbekannt;sanierungsbedürftig;Holz;Pumpenschacht;Gemeinde Obstalden;J. Grob, Werkführer Obstalden;;;E26;;;;keine vorh.;;nein;M. Simmler;09.06.1998;61;06.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
687;Quelle Gschi a;Meerenalp;Obstalden;8875;731060;216150;;Neue Alpgenossame;1580;;73121601;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Türe;Brunnenstube;Gemeinde Obstalden;J. Grob, Werkführer Obstalden;;;I26;I27;;;keine vorh.;2;ja;M. Simmler;09.06.1998;49a;18.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
688;Quelle Gerstli;Unter Mürtschen;Obstalden;8875;;;;Neue Alpgenossame;;;;;Trinkwasser;Alpgebäude;;;;;Gemeinde Obstalden;;;;;;;;keine vorh.;;;;09.06.1998;;;;FALSCH;FALSCH;FALSCH;FALSCH
689;Quelle Obere Matt;Ober Mürtschen;Obstalden;8875;;;;Neue Alpgenossame;;;;;;;;;;;Gemeinde Obstalden;;;;;;;;;;;;09.06.1998;;;;FALSCH;FALSCH;FALSCH;FALSCH
690;Quelle Gsponlauihütte;Bärenboden;Obstalden;8875;731980;215350;;Neue Alpgenossame;1811;;73121501;aus Plan gelesen;Trinkwasser;Alpgebäude;unbekannt;?;?;?;Gemeinde Obstalden;J. Grob, Werkführer Obstalden;Schlüssel nicht vorhanden;;K32;K33;;;keine vorh.;;ja;M. Simmler;09.06.1998;50;21.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
691;Quelle Gleiter;Laui;Obstalden;8875;731190;216790;;Alte Alpgenossame;1520;;73121605;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;sanierungsbedürftig;Holz;kein Schacht;Gemeinde Obstalden;J. Grob, Werkführer Obstalden;;;I16;I17;;;keine vorh.;;nein;M. Simmler;09.06.1998;47;18.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
692;Quelle Alp Firz a;Alp Firz;Obstalden;8875;731670;216830;;Alte Alpgenossame;1650;0;73121606;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;sanierungsbedürftig;Betondeckel;Brunnenstube;Gemeinde Obstalden;J. Grob, Werkführer Obstalden;;;I18;;;;keine vorh.;;nein;M. Simmler;09.06.1998;48a;18.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
693;Quelle Plättli;Hauenbüchel;Engi;8765;733400;208020;;Gemeinde Engi;1550;0;73320801;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;sanierungsbedürftig;Steinplatte;Brunnenstube;Gemeinde;Fux Ernst, Werkführer Engi;;;22;;;;keine vorh.;0;nein;Brunner;15.06.1998;22;19.10.1999;;WAHR;FALSCH;FALSCH;FALSCH
694;Quelle Nool;Noolwald;Mollis;8753;;;;Fritz Mühlemann;960;;;aus Plan gelesen;Brauchwasser;;;;;;Gemeinde;Fritz Mühlemann;Quellschacht nicht gefunden;;;;;;;;;;15.06.1998;51;;02.07.1999;FALSCH;FALSCH;FALSCH;FALSCH
695;Quelle Höchenberg;Höchenberg;Mollis;8753;726330;219385;;M. Weber-Schudel;860;0;72621902;aus Plan gelesen;Trinkwasser;2 Liegenschaften;Sicker-/Zuleitung;gut-schlecht;Betondeckel;Brunnenstube;Gemeinde;Michael Weber-Schudel, Höchenberg;;;26;27;;;keine vorh.;3;nein;Brunner;15.06.1998;52;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
696;Quelle Schwändeli 1;Schwändeli;Mollis;8753;724770;217320;;Doris Beglinger;540;0;72421702;aus Plan gelesen;Brauchwasser;Stall+Brunnen;Bachwasserfassung;schlecht;Holz;Brunnenstube;Gemeinde;Doris Beglinger, Niderwilerstr., Mollis;;;12;13;;;keine vorh.;;;Brunner;15.06.1998;53;02.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
697;Quelle Bäch;Hinterfacht;Mollis;8753;;;;Gemeinde Mollis;480;;;aus Plan gelesen;Trinkwasser;;;;;;Gemeinde;Ernst Bühler, Werkführer Mollis;identisch Eggli;;;;;;;;;;15.06.1998;54;;15.07.1999;FALSCH;FALSCH;FALSCH;FALSCH
698;Quelle Ruhstelli-Guggerrüsli;Ruhstelli;Mollis;8753;724720;215755;;F. Weber-Müller;720;0;72421503;aus Plan gelesen;Trinkwasser;2 Ferienhäuser+Gade;Bachwasserfassung;schlecht;Gitter;Brunnenstube;Gemeinde;Felix Weber-Müller, Rütelistr., Mollis;;;9;10;;;keine vorh.;1;nein;Brunner;15.06.1998;55;02.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
699;Quelle Bodenwald;Bodenwald;Mollis;8753;;;;;450;;;aus Plan gelesen;im Moment ungenutzt;Biotop;;;;;Gemeinde;Ernst Bühler, Werkführer Mollis;;;;;;;;;;;15.06.1998;56;;02.07.1999;FALSCH;FALSCH;FALSCH;FALSCH
700;Quelle Mullern 1;unteres Mättli;Mollis;8753;726900;217225;;Wasserkorporation Mullern;1550;40;72621703;aus Plan gelesen;Trinkwasser;WV Mullern,Rest.Alpenrösli, Ferien- und Wohnhäuser;Sicker-/Zuleitung;gut;Eisendeckel 4 Kant;Brunnenstube;Gemeinde;J. Winteler-Tresch, Landwirt, Mullern;;;32;33;34;;erforderlich;1;nein;Brunner;15.06.1998;57;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
701;Quelle Mullern 3;unteres Mättli;Mollis;8753;726780;217225;;Wasserkorporation Mullern;1505;30;72621704;aus Plan gelesen;Trinkwasser;WV Mullern,Rest. Alpenrösli, Ferien- und Wohnhäus.;Sicker-/Zuleitung;gut;Eisendeckel 4 Kant;Brunnenstube;Gemeinde;J. Winteler-Tresch, Mullern;;;1;2;;;erforderlich;2;nein;Brunner;15.06.1998;58;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
702;Quelle altes Rietegghüttli 4;altes Rietegghüttli;Mollis;8753;726760;217290;;Wasserkorporation Mullern;1485;30;72621705;aus Plan gelesen;Trinkwasser;WV Mullern,Rest. Alpenrösli, Ferien- und Wohnhäus.;Sicker-/Zuleitung;gut;Eisendeckel 4 Kant;Brunnenstube;Gemeinde;J. Winteler-Tresch, Mullern;;;3;4;;;erforderlich;1;nein;Brunner;15.06.1998;59;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
703;Quelle Rietegg 2;Rietegg;Mollis;8753;726510;217310;;Wasserkorporation Mullern;1390;30;72621706;aus Plan gelesen;Trinkwasser;WV Mullern,Rest. Alpenrösli, Ferien- und Wohnhäus.;Sicker-/Zuleitung;gut;Eisendeckel 4 Kant;Brunnenstube;Gemeinde;J. Winteler-Tresch, Mullern;;;7;8;;;erforderlich;1;nein;Brunner;15.06.1998;60;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
704;Quelle Rietegg 3;Rietegg;Mollis;8753;726510;217280;;Wasserkorporation Mullern;1390;30;72621707;aus Plan gelesen;Trinkwasser;WV Mullern,Rest. Alpenrösli, Ferien- und Wohnhäus.;Sicker-/Zuleitung;gut;Eisendeckel mit 4 Kant;Brunnenstube;Gemeinde;J. Winteler-Tresch, Mullern;;;9;10;11;;erforderlich;2;nein;Brunner;15.06.1998;61;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
705;Quelle Rietegg 2;Fug;Mollis;8753;726870;217390;;Gemeinde Mollis;1550;40;72621708;aus Plan gelesen;Trinkwasser;2 Brunnen, Rietegghüttli;Sicker-/Zuleitung;gut;Pilzdeckel feuerverzinkt;Brunnenstube/Sammelschacht;Gemeinde;Ernst Bühler, Werkführer Mollis;Anzahl Zuleitungen:1Quelle + Zuleitung von 1;;28;29;;;keine vorh.;;ja;Brunner;15.06.1998;62;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
706;Quelle Rietegg 1;Fug;Mollis;8753;726930;217400;;Gemeinde Mollis;1570;50;72621709;aus Plan gelesen;Trinkwasser;2 Brunnen, Rietegghüttli;Sicker-/Zuleitung;gut;Pilzdeckel feuerverzinkt;Brunnenstube;Gemeinde;Ernst Bühler, Werkführer Mollis;;;30;31;;;keine vorh.;2;ja;Brunner;15.06.1998;63;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
707;Quelle Untere Nüenalp 1;Chalberweid-Rietegg;Mollis;8753;726325;217440;;Gemeinde Mollis;1350;30;72621710;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Briner Deckel;Brunnenstube;Gemeinde;Ernst Bühler, Werkführer Mollis;für untere Nüenalp;;12;13;;;keine vorh.;1;ja;Brunner;15.06.1998;64;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
708;Quelle Bächruns 2;im Bächrüsli;Mollis;8753;725360;216410;;Gemeinde Mollis;800;0;72521609;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Eisendeckel 4 Kant;Brunnenstube;Gemeinde;Ernst Bühler, Werkführer Mollis;"Quellen im Schacht kurzgeschlossen
-Sammelschacht";;29;30;;;definitiv;1;nein;Brunner;15.06.1998;65;28.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
709;Quelle Bächruns 1;im Bächrüsli oben;Mollis;8753;725390;216400;;Gemeinde Mollis;820;0;72521610;aus Plan gelesen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;gut;Pilzdeckel ROMAG;Brunnenstube;Gemeinde;Ernst Bühler, Werkführer Mollis;"Quellen im Schacht kurzgeschlossen
-Sammenschacht";;27;28;;;definitiv;2;ja;Brunner;15.06.1998;66;28.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
710;Quelle Fenchern;Fenchern;Mollis;8753;724605;218470;;H. Dürst;630;0;72421801;aus Plan gelesen;Brauchwasser;Stallbrunnen;Sicker-/Zuleitung;gut;Eisendeckel 4 kant.;Brunnenstube/Reservoir;Gemeinde;H. Dürst-Bäbler, Beglingen, Mollis;;;18;19;;;keine vorh.;1;;Brunner;15.06.1998;67;02.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
711;Quelle Haselegg;Haselegg;Mollis;8753;724935;218975;;M. Weber-Tinner;640;0;72421802;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Eternit-Schacht;Brunnenstube/Reservoir;Gemeinde;M. Weber-Tinner, Haselegg, Mollis;;;20;21;;;keine vorh.;1;;Brunner;15.06.1998;68;02.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
712;Quelle Eggenwald 1;Eggenwald;Mollis;8753;725285;218445;;F. Leuzinger-Heer/Lütschg/Figi;880;;72521804;aus Plan gelesen;Trinkwasser;Wohnhäuser + Stalle;ab Fels;schlecht;Holz;Brunnenstube;Gemeinde;F. Leuzinger-Heer, Oberrusteln;;;2;;;;keine vorh.;2;nein;Brunner;15.06.1998;69;29.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
713;Quelle Ruhstelli (Jenny);Ruhstelli;Mollis;8753;724625;215870;;K. Müller;670;0;72421504;aus Plan gelesen;Trinkwasser;2 Ferienhäuser + 1 Gade;ab Fels;schlecht;Blech;Brunnenstube;Gemeinde;K. Müller-Jenny, Ennenda;"z.Z. ungenutzt - Unwetterschäden
-Brunnenstube voll Sand";;11;;;;keine vorh.;;;Brunner;15.06.1998;70;02.07.1999;;WAHR;FALSCH;FALSCH;FALSCH
714;Jägerhüttenquelle 2;Unter Niederen;Bilten;8865;718140;221940;;Tagwen Bilten;1250;10;71822104;aus Plan gelesen;Trinkwasser;Jägerhütte;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Gemeinde;Herr Winteler, Bauamt Bilten;1998 gefasst;;A9;A10;;;keine vorh.;1;nein;M. Simmler;19.06.1998;45;19.06.1998;;WAHR;FALSCH;FALSCH;FALSCH
715;Quelle Unter Niederen;ober Niederen;Bilten;8865;718490;221650;;Tagwen Bilten;1420;0;71822105;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Gemeinde;Herr Winteler, Bauamt Bilten;läuft mit 718/221-101 ins Reservoir;;A13;A14;;;keine vorh.;1;nein;M. Simmler;19.06.1998;46;19.06.1998;;WAHR;FALSCH;FALSCH;FALSCH
716;Quelle Ober Niederen;Hirzli;Bilten;8865;718860;221575;;Tagwen Bilten;1530;0;71822106;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Gemeinde;Herr Winteler, Bauamt Bilten;läuft in Sammelschacht von 718/221-103;;A18;A19;;;keine vorh.;1;nein;M. Simmler;19.06.1998;47;19.06.1998;;WAHR;FALSCH;FALSCH;FALSCH
717;Quelle Ober Niederen;Hirzli;Bilten;8865;718740;221595;;Tagwen Bilten;1540;0;71822107;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;schlecht;Eisendeckel;Brunnenstube;Gemeinde;Herr Winteler, Bauamt Bilten;läuft in Sammelschacht von 718/221-103;;A20;;;;keine vorh.;;nein;M. Simmler;19.06.1998;48;19.06.1998;;WAHR;FALSCH;FALSCH;FALSCH
718;Quelle Ober Nideren;Hirzli;Bilten;8865;718710;221600;;Tagwen Bilten;1540;10;71822108;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Gemeinde;Herr Winteler, Bauamt Bilten;läuft in Leitung von 718/221-103;;A21;;;;keine vorh.;1;nein;M. Simmler;19.06.1998;49;19.06.1998;;WAHR;FALSCH;FALSCH;FALSCH
719;Unterbiltner Brunnenquelle (mitte);Hintere Wegscheide;Bilten;8865;719500;223280;1;Gde. Bilten;500;0;71922307;aus Plan gelesen;Brauchwasser;Dorfbrunnen;Stollen;schlecht;Blechtor;Brunnenstube;Gemeinde;Herr Winteler, Bauamt Bilten;;;B35;B36;;;keine vorh.;1;nein;M. Simmler;23.06.1998;50;23.06.1998;;WAHR;FALSCH;FALSCH;FALSCH
720;Unterbiltner Brunnenquelle (unten);Hinter Wegscheide;Bilten;8865;719550;223290;;Gde. Bilten;490;0;71922308;aus Plan gelesen;Brauchwasser;Dorfbrunnen;Stollen;schlecht;Blechtor;Brunnenstube;Gemeinde;Herr Winteler, Bauamt Bilten;;;B37;B38;;;keine vorh.;1;nein;M. Simmler;23.06.1998;51;23.06.1998;;WAHR;FALSCH;FALSCH;FALSCH
721;Quelle Chalet Maya;;Bilten;8865;719956;223030;;Gde. Bilten;440;;71922309;aus Plan gelesen;Brauchwasser;Brunnen;unbekannt;unbekannt;unbekannt;unbekannt;Gemeinde;Herr Winteler, Bauamt Bilten;Leitung läuft in Brunnen bei Chalet Maya;;C16;;;;keine vorh.;;;M. Simmler;23.06.1998;52;23.06.1998;;WAHR;FALSCH;FALSCH;FALSCH
722;Quelle Pfändlergut;Pfändlergut;Nidfurn;8772;723170;205380;72;Gebr. Hefti;558;;72320508;aus Plan gelesen;Brauchwasser;Stallbrunnen;Hohlgraben;unbekannt;unbekannt;Brunnenstube;Gemeinde;Gebr. Hefti, Grub, Nidfurn;Fassung überdeckt;;26;;;;keine vorh.;1;nein;R. Brunner;09.07.1998;21;20.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
723;Quelle Leuggelenberg;Wildenberg;Nidfurn;8772;722460;205710;186;Zimmermann/Luchsinger;925;10;72220513;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Gemeinde;"Fritz Zimmermann, Wigellen, Schwändi; Fritz Luchsinger, Thon 15, Schwanden";;;28;29;;;keine vorh.;1;nein;R. Brunner;09.07.1998;23;20.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
724;Quelle Leuggelenberg;Wildenberg;Nidfurn;8772;722440;205765;186;Rüegg/Zimmermann;945;40;72220512;aus Plan gelesen;Trinkwasser;Bergwirtschaft, Alpgebäude;Sicker-/Zuleitung;gut;Pilzdeckel;Brunnenstube/Reservoir;Gemeinde;"Fritz Zimmermann-Zimmermann, Wygellen, Schändi; Emil Rüegg-Knobel, Herrenstr., Schwanden";"Rest. Alpenblick (Rüegg); 2 Brunnen (Zimmermann)";;27;;;;erforderlich;1;ja;R. Brunner;09.07.1998;22;20.07.1998;;WAHR;FALSCH;FALSCH;FALSCH
725;Quelle Schwändibord 36.2;Schwändibord;Haslen;8773;724285;204628;;Gde. Schwanden;907.25;50;72420411;Geometeraufnahmen;Trinkwasser;WV Gemeinde Schwanden;Sicker-/Zuleitung;SVGW-Konform;Pilzdeckel;Sammelschacht;Gemeinde;J. Tschudi, WV Gde. Schwanden;Quelle läuft direkt in Sammelbrunnenstube 39;;G24;G25;;;definitiv;3;ja;M. Simmler;27.07.1998;6;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
726;Quelle Weidrunse 46;Weidrunse;Schwanden;8762;724464;205131;;Gde. Schwanden;804.4199829;50;72420505;Geometeraufnahmen;Trinkwasser;WV Gemeinde;Sicker-/Zuleitung;SVGW-Konform;Pilzdeckel;Sammelschacht;Gemeinde;J. Tschudi, Werkführer Schwanden;Quelle läuft direkt in Sammelbrunnenstube 45;;H8;;;;definitiv;2;ja;M. Simmler;27.07.1998;46;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
727;Niederenalp;Kärpfhüttli;Schwanden;8762;726265;200015;;Gde. Schwaden;1960;70;72620001;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Gemeinde;J. Tschudi, Schwaden;;;H31;H32;;;keine vorh.;1;ja;M. Simmler;27.07.1998;182;05.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
728;Niederenalp;Oberstafel;Schwanden;8762;726760;200015;;Gde. Schwanden;1810;0;72620002;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;H29;H30;;;keine vorh.;1;ja;M. Simmler;27.07.1998;181;05.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
729;Quelle Berggasthaus Mettmen;Wysbach/Widerstein;Schwanden;8762;727025;201865;;div.;1780;20;72720101;aus Plan gelesen;Trinkwasser;Bergwirtschaft;Sicker-/Zuleitung;gut;Blech-Deckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;H33;H34;;;erforderlich;1;nein;M. Simmler;27.07.1998;180;05.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
730;Quelle Mettmenalp;Schwirrwald;Schwanden;8762;726560;202920;;Gde. Schwanden;1630;0;72620201;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;sanierungsbedürftig;Betondeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;"versorgt auch Naturfreundehaus Mettmen; Wasser nur teilweise gefasst";;I6;I7;;;keine vorh.;;nein;M. Simmler;27.07.1998;169;05.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
731;WV Gandbütz - Seebödeli;Schafleger;Schwanden;8762;727290;202610;;Gde. Schwadnen;2040;;72720201;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;schlecht;Stein;kein Schacht;Gemeinde;J. Tschudi, Werkführer Schwanden;mehrere km lange Leitung zu Hütten;;H35;H36;;;keine vorh.;1;nein;M. Simmler;27.07.1998;170;05.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
732;WV Nüenhütte;Mitlist;Schwanden;8762;727110;204125;;Gde. Schwanden;1702;0;72720401;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;S1 eingezäunt;;I3;I4;I5;;;2;ja;M. Simmler;27.07.1998;171;05.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
733;WV Nüenhütte;Schwamm;Schwanden;8762;726795;204615;;Gde. Schwanden;1610;0;72620401;aus Plan gelesen;Trinkwasser;Alpgebäude;ab Fels;gut;Betondeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;Wasser nur z.T. gefasst, Fassung eingezäunt;;H37;I1;I2;;;;nein;M. Simmler;27.07.1998;172;05.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
734;Quelle Dreggweg;Dreggweg;Schwanden;8762;725555;203780;;;1020;0;72520303;aus Plan gelesen;Trinkwasser;Ferienhäuser;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;M3;M4;;;keine vorh.;1;nein;M. Simmler;27.07.1998;167;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
735;Cholboden;Chletterschwändi;Schwanden;8762;725410;203640;;;1110;0;72520304;aus Plan gelesen;Trinkwasser;Ferienhäuser;Sicker-/Zuleitung;gut;Eternit;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;L34;L35;;;keine vorh.;1;nein;M. Simmler;27.07.1998;166;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
736;Cholboden;Dreggwegrus;Schwanden;8762;725385;203700;;;1090;;72520301;aus Plan gelesen;im Moment ungenutzt;;Sicker-/Zuleitung;;;;Gemeinde;J. Tschudi, Werkführer Schwanden;Quelle soll für Talstation Lufteilbahn und Alpgebäude Chies gefasst werden (1998);;L36;;;;keine vorh.;1;;M. Simmler;27.07.1998;165;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
737;Elmen;Schattenplangge;Schwanden;8762;725055;203675;;Gde. Schwanden;1215;0;72520302;aus Plan gelesen;Trinkwasser;Alpgebäude/Ferienhaus;Sicker-/Zuleitung;schlecht;Betondeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;L37;M1;M2;;keine vorh.;1;nein;M. Simmler;27.07.1998;164;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
738;Quelle Rest. Fryberg;Birchen;Schwanden;8762;725375;204050;;H. Polli, Schwanden;1050;0;72520402;aus Plan gelesen;Trinkwasser;Bergwirtschaft;Sicker-/Zuleitung;gut;Betondeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;M4;M5;;;erforderlich;1;nein;M. Simmler;27.07.1998;163;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
739;Guppen Mittelstafel;Hüttenrain;Schwanden;8762;721925;207230;;Gde. Schwanden;1300;10;72120703;aus Plan gelesen;Trinkwasser;Alpgebäude;Sicker-/Zuleitung;gut;Eisendeckel;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;L28;L29;;;keine vorh.;1;ja;M. Simmler;27.07.1998;157;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
740;Guppen-Oberstafel;Heuberge;Schwanden;8762;720698;206380;;Gde. Schwanden;1785;0;72020601;aus Plan gelesen;Trinkwasser;Alpgebäude;Bachwasserfassung;gut;Holz;Brunnenstube;Gemeinde;J. Tschudi, Werkführer Schwanden;;;L25;L26;L27;;keine vorh.;1;nein;M. Simmler;27.07.1998;158;09.10.1998;;WAHR;FALSCH;FALSCH;FALSCH
741;Chatzenrittwald;zwischen den Strassen;Schwanden;8762;;;;;720;;;aus Plan gelesen;im Moment ungenutzt;;;;;;Gemeinde;J. Tschudi, Werkführer Schwanden;ungenutzt, nicht aufgenommen;;;;;;;;;;27.07.1998;160;;04.08.1998;FALSCH;FALSCH;FALSCH;FALSCH
742;Alter Niederenweg;Chatzenrittquelle;Schwanden;8762;725350;205720;;Gde. Schwanden;670;;72520501;aus Plan gelesen;Trinkwasser;Wegbrunnen;Sicker-/Zuleitung;sanierungsbedürftig;keine vorh.;kein Schacht;Gemeinde;J. Tschudi, Werkführer Schwanden;;;H20;H21;;;keine vorh.;1;nein;M. Simmler;27.07.1998;161;04.08.1998;;WAHR;FALSCH;FALSCH;FALSCH
743;Schwändibordquelle Stäfnerhaus 39;Schwändibort;Haslen;8773;;;;Turnverein Stäfa;880;0;;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;schlecht;Eisendeckel;Brunnenstube;Gemeinde;J. Tschudi, WV Gde. Schwanden;;;L32;L33;;;keine vorh.;1;;M.Simmler;27.07.1998;;09.10.1998;;FALSCH;FALSCH;FALSCH;FALSCH
744;Quelle im Gwürz;Gwürz;Filzbach;8757;728030;219570;3;H. Menzi-Grossenbacher;820;;72821903;aus Plan gelesen;Trinkwasser;Einzelliegenschaft;ab Fels;gut;Eisentor;Brunnenstube;Gemeinde;H. Menzi-Grossenbacher, Schluchen, Filzbach;;;33;34;35;;;;nein;Brunner;07.09.1998;11;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
745;Quelle im Suunberg, 1;Suunberg;Filzbach;8757;729060;219735;101;Hans Menzi-Dürst;880;0;72921904;aus Plan gelesen;Trinkwasser;2 Liegenschaften;ab Fels;sanierungsbedürftig;Blech-Deckel;Brunnenstube;Gemeinde;H. Menzi-Dürst, Reutegg, Filzbach;;;8;9;;;keine vorh.;0;nein;Brunner;07.09.1998;12;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
746;Tränggi;Tränggi;Filzbach;8757;728815;220035;92;Frieda Menzi;735;0;72822001;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft;Sicker-/Zuleitung;sanierungsbedürftig;Holz;Brunnenstube;Gemeinde;Frau Frieda Menzi, Tränggi Filzbach;;;17;18;;;keine vorh.;1;nein;Brunner;07.09.1998;14;30.06.1999;;WAHR;FALSCH;FALSCH;FALSCH
747;Quelle Oberheimet 1;Oberheimet;Filzbach;8757;728360;219770;;Ueli Menzi / Jakob Kamm;790;;72821907;aus Plan gelesen;Trinkwasser;WV Einzelliegenschaft / Stall;ab Fels;sanierungsbedürftig;Fels;Brunnenstube;Gemeinde;Ueli Menzi, Oberheimet Filzbach;;;19;20;;;keine vorh.;;;Brunner;07.09.1998;15;30.06.1999;;WAHR;WAHR;FALSCH;FALSCH
